waveform,[R1],[R2],[R3]
Input,16_1,16_2,16_3
delta_t,0.08164,0.08164,0.08164
Frequency,12.5,12.5,12.5
Scaling,3921.568604,3921.568604,3921.568604
,,,
Date        Time,Y[R1],Y[R2],Y[R3]
24/03/2020 17:06:20.13827,2.56E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:20.21992,2.59E+01,2.51E+00,-1.32E+01
24/03/2020 17:06:20.30156,2.59E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:20.38320,2.60E+01,2.51E+00,-1.33E+01
24/03/2020 17:06:20.46484,2.60E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:20.54648,2.58E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:20.62812,2.59E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:20.70976,2.60E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:20.79140,2.59E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:20.87304,2.61E+01,2.64E+00,-1.33E+01
24/03/2020 17:06:20.95468,2.59E+01,2.64E+00,-1.31E+01
24/03/2020 17:06:21.03632,2.60E+01,2.64E+00,-1.33E+01
24/03/2020 17:06:21.11796,2.59E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:21.19960,2.58E+01,2.64E+00,-1.33E+01
24/03/2020 17:06:21.28124,2.58E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:21.36288,2.59E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:21.44452,2.58E+01,2.76E+00,-1.31E+01
24/03/2020 17:06:21.52616,2.56E+01,2.64E+00,-1.31E+01
24/03/2020 17:06:21.60780,2.59E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:21.68944,2.56E+01,2.76E+00,-1.32E+01
24/03/2020 17:06:21.77108,2.56E+01,2.51E+00,-1.32E+01
24/03/2020 17:06:21.85273,2.58E+01,2.64E+00,-1.31E+01
24/03/2020 17:06:21.93437,2.58E+01,2.51E+00,-1.33E+01
24/03/2020 17:06:22.01601,2.59E+01,2.51E+00,-1.33E+01
24/03/2020 17:06:22.09765,2.59E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:22.17929,2.58E+01,2.51E+00,-1.33E+01
24/03/2020 17:06:22.26093,2.60E+01,2.64E+00,-1.33E+01
24/03/2020 17:06:22.34257,2.59E+01,2.64E+00,-1.33E+01
24/03/2020 17:06:22.42421,2.59E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:22.50585,2.59E+01,2.76E+00,-1.32E+01
24/03/2020 17:06:22.58749,2.58E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:22.66913,2.59E+01,2.64E+00,-1.33E+01
24/03/2020 17:06:22.75077,2.60E+01,2.76E+00,-1.32E+01
24/03/2020 17:06:22.83241,2.59E+01,2.64E+00,-1.33E+01
24/03/2020 17:06:22.91405,2.59E+01,2.51E+00,-1.32E+01
24/03/2020 17:06:22.99569,2.58E+01,2.64E+00,-1.32E+01
24/03/2020 17:06:23.07733,2.58E+01,2.64E+00,-1.31E+01
24/03/2020 17:06:23.15897,2.60E+01,2.51E+00,-1.32E+01
24/03/2020 17:06:23.24061,2.61E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:23.32225,2.64E+01,2.89E+00,-1.39E+01
24/03/2020 17:06:23.40389,2.69E+01,2.76E+00,-1.37E+01
24/03/2020 17:06:23.48554,2.65E+01,2.51E+00,-1.34E+01
24/03/2020 17:06:23.56718,2.65E+01,2.51E+00,-1.37E+01
24/03/2020 17:06:23.64882,2.68E+01,2.89E+00,-1.39E+01
24/03/2020 17:06:23.73046,2.69E+01,2.64E+00,-1.37E+01
24/03/2020 17:06:23.81210,2.64E+01,2.51E+00,-1.36E+01
24/03/2020 17:06:23.89374,2.66E+01,2.89E+00,-1.37E+01
24/03/2020 17:06:23.97538,2.68E+01,2.89E+00,-1.38E+01
24/03/2020 17:06:24.05702,2.66E+01,2.51E+00,-1.34E+01
24/03/2020 17:06:24.13866,2.66E+01,2.64E+00,-1.36E+01
24/03/2020 17:06:24.22030,2.66E+01,3.02E+00,-1.38E+01
24/03/2020 17:06:24.30194,2.66E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:24.38358,2.65E+01,2.64E+00,-1.36E+01
24/03/2020 17:06:24.46522,2.65E+01,2.76E+00,-1.37E+01
24/03/2020 17:06:24.54686,2.66E+01,2.76E+00,-1.37E+01
24/03/2020 17:06:24.62850,2.65E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:24.71014,2.65E+01,2.76E+00,-1.37E+01
24/03/2020 17:06:24.79178,2.65E+01,2.76E+00,-1.37E+01
24/03/2020 17:06:24.87342,2.66E+01,2.64E+00,-1.36E+01
24/03/2020 17:06:24.95506,2.65E+01,2.51E+00,-1.34E+01
24/03/2020 17:06:25.03670,2.65E+01,2.64E+00,-1.36E+01
24/03/2020 17:06:25.11834,2.68E+01,2.89E+00,-1.37E+01
24/03/2020 17:06:25.19999,2.66E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:25.28163,2.65E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:25.36327,2.66E+01,2.89E+00,-1.37E+01
24/03/2020 17:06:25.44491,2.66E+01,2.89E+00,-1.37E+01
24/03/2020 17:06:25.52655,2.66E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:25.60819,2.66E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:25.68983,2.68E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:25.77147,2.65E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:25.85311,2.65E+01,2.64E+00,-1.36E+01
24/03/2020 17:06:25.93475,2.66E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:26.01639,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:26.09803,2.65E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:26.17967,2.65E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:26.26131,2.65E+01,2.89E+00,-1.37E+01
24/03/2020 17:06:26.34295,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:26.42459,2.65E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:26.50623,2.68E+01,2.76E+00,-1.37E+01
24/03/2020 17:06:26.58787,2.68E+01,2.64E+00,-1.36E+01
24/03/2020 17:06:26.66951,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:26.75115,2.66E+01,2.64E+00,-1.36E+01
24/03/2020 17:06:26.83280,2.66E+01,2.89E+00,-1.37E+01
24/03/2020 17:06:26.91444,2.66E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:26.99608,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:27.07772,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:27.15936,2.66E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:27.24100,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:27.32264,2.65E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:27.40428,2.66E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:27.48592,2.65E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:27.56756,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:27.64920,2.65E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:27.73084,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:27.81248,2.65E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:27.89412,2.66E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:27.97576,2.66E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:28.05740,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:28.13904,2.66E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:28.22068,2.65E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:28.30232,2.66E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:28.38396,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:28.46561,2.68E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:28.54725,2.66E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:28.62889,2.65E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:28.71053,2.66E+01,2.89E+00,-1.33E+01
24/03/2020 17:06:28.79217,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:28.87381,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:28.95545,2.64E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:29.03709,2.64E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:29.11873,2.64E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:29.20037,2.66E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:29.28201,2.64E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:29.36365,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:29.44529,2.65E+01,2.64E+00,-1.33E+01
24/03/2020 17:06:29.52693,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:29.60857,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:29.69021,2.68E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:29.77185,2.66E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:29.85349,2.66E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:29.93513,2.66E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:30.01677,2.68E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:30.09842,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:30.18006,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:30.26170,2.65E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:30.34334,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:30.42498,2.66E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:30.50662,2.64E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:30.58826,2.65E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:30.66990,2.66E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:30.75154,2.65E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:30.83318,2.66E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:30.91482,2.64E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:30.99646,2.65E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:31.07810,2.68E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:31.15974,2.66E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:31.24138,2.66E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:31.32302,2.66E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:31.40466,2.66E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:31.48630,2.65E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:31.56794,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:31.64958,2.65E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:31.73123,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:31.81287,2.64E+01,2.64E+00,-1.34E+01
24/03/2020 17:06:31.89451,2.64E+01,2.89E+00,-1.33E+01
24/03/2020 17:06:31.97615,2.64E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:32.05779,2.64E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:32.13943,2.64E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:32.22107,2.64E+01,2.89E+00,-1.33E+01
24/03/2020 17:06:32.30271,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:32.38435,2.64E+01,3.02E+00,-1.33E+01
24/03/2020 17:06:32.46599,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:32.54763,2.65E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:32.62927,2.65E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:32.71091,2.66E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:32.79255,2.65E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:32.87419,2.65E+01,2.89E+00,-1.36E+01
24/03/2020 17:06:32.95583,2.65E+01,2.89E+00,-1.34E+01
24/03/2020 17:06:33.03747,2.65E+01,2.76E+00,-1.36E+01
24/03/2020 17:06:33.11911,2.65E+01,2.89E+00,-1.33E+01
24/03/2020 17:06:33.20075,2.63E+01,2.76E+00,-1.32E+01
24/03/2020 17:06:33.28239,2.64E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:33.36404,2.63E+01,3.02E+00,-1.37E+01
24/03/2020 17:06:33.44568,2.61E+01,2.76E+00,-1.32E+01
24/03/2020 17:06:33.52732,2.61E+01,2.76E+00,-1.33E+01
24/03/2020 17:06:33.60896,2.61E+01,2.76E+00,-1.34E+01
24/03/2020 17:06:33.69060,2.61E+01,3.39E+00,-1.37E+01
24/03/2020 17:06:33.77224,2.48E+01,3.02E+00,-1.22E+01
24/03/2020 17:06:33.85388,2.22E+01,2.14E+00,-1.04E+01
24/03/2020 17:06:33.93552,2.00E+01,1.63E+00,-9.55E+00
24/03/2020 17:06:34.01716,1.72E+01,2.14E+00,-8.04E+00
24/03/2020 17:06:34.09880,1.36E+01,8.80E-01,-5.40E+00
24/03/2020 17:06:34.18044,9.68E+00,2.51E-01,-3.64E+00
24/03/2020 17:06:34.26208,6.79E+00,1.26E-01,-2.76E+00
24/03/2020 17:06:34.34372,5.65E+00,-2.51E-01,-2.26E+00
24/03/2020 17:06:34.42536,3.90E+00,0.00E+00,-1.13E+00
24/03/2020 17:06:34.50700,2.01E+00,-7.54E-01,3.77E-01
24/03/2020 17:06:34.58864,7.54E-01,-1.26E+00,3.77E-01
24/03/2020 17:06:34.67028,8.80E-01,-2.51E-01,-6.28E-01
24/03/2020 17:06:34.75192,1.38E+00,0.00E+00,-3.77E-01
24/03/2020 17:06:34.83356,1.01E+00,-1.01E+00,5.03E-01
24/03/2020 17:06:34.91520,7.54E-01,-1.01E+00,0.00E+00
24/03/2020 17:06:34.99685,1.13E+00,-1.26E-01,-7.54E-01
24/03/2020 17:06:35.07849,1.13E+00,-3.77E-01,1.26E-01
24/03/2020 17:06:35.16013,5.03E-01,-1.13E+00,6.28E-01
24/03/2020 17:06:35.24177,7.54E-01,-7.54E-01,-3.77E-01
24/03/2020 17:06:35.32341,1.26E+00,-1.26E-01,-5.03E-01
24/03/2020 17:06:35.40505,1.01E+00,-5.03E-01,2.51E-01
24/03/2020 17:06:35.48669,5.03E-01,-8.80E-01,5.03E-01
24/03/2020 17:06:35.56833,7.54E-01,-3.77E-01,-3.77E-01
24/03/2020 17:06:35.64997,8.80E-01,-2.51E-01,0.00E+00
24/03/2020 17:06:35.73161,6.28E-01,-8.80E-01,5.03E-01
24/03/2020 17:06:35.81325,7.54E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:35.89489,8.80E-01,-2.51E-01,-2.51E-01
24/03/2020 17:06:35.97653,8.80E-01,-5.03E-01,2.51E-01
24/03/2020 17:06:36.05817,3.77E-01,-8.80E-01,5.03E-01
24/03/2020 17:06:36.13981,7.54E-01,-5.03E-01,0.00E+00
24/03/2020 17:06:36.22145,7.54E-01,-2.51E-01,-1.26E-01
24/03/2020 17:06:36.30309,8.80E-01,-6.28E-01,3.77E-01
24/03/2020 17:06:36.38473,2.51E-01,-1.01E+00,5.03E-01
24/03/2020 17:06:36.46637,8.80E-01,-1.26E-01,-6.28E-01
24/03/2020 17:06:36.54801,1.13E+00,-2.51E-01,1.26E-01
24/03/2020 17:06:36.62965,3.77E-01,-1.13E+00,6.28E-01
24/03/2020 17:06:36.71130,5.03E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:36.79294,1.01E+00,-1.26E-01,-5.03E-01
24/03/2020 17:06:36.87458,8.80E-01,-5.03E-01,3.77E-01
24/03/2020 17:06:36.95622,3.77E-01,-1.13E+00,6.28E-01
24/03/2020 17:06:37.03786,7.54E-01,-3.77E-01,-2.51E-01
24/03/2020 17:06:37.11950,8.80E-01,-2.51E-01,-2.51E-01
24/03/2020 17:06:37.20114,8.80E-01,-8.80E-01,5.03E-01
24/03/2020 17:06:37.28278,5.03E-01,-8.80E-01,5.03E-01
24/03/2020 17:06:37.36442,7.54E-01,-2.51E-01,-2.51E-01
24/03/2020 17:06:37.44606,1.13E+00,-3.77E-01,-1.26E-01
24/03/2020 17:06:37.52770,7.54E-01,-7.54E-01,2.51E-01
24/03/2020 17:06:37.60934,5.03E-01,-7.54E-01,5.03E-01
24/03/2020 17:06:37.69098,1.01E+00,-3.77E-01,-2.51E-01
24/03/2020 17:06:37.77262,1.13E+00,-3.77E-01,1.26E-01
24/03/2020 17:06:37.85426,7.54E-01,-6.28E-01,3.77E-01
24/03/2020 17:06:37.93590,6.28E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:38.01754,8.80E-01,-3.77E-01,-2.51E-01
24/03/2020 17:06:38.09918,8.80E-01,-5.03E-01,0.00E+00
24/03/2020 17:06:38.18082,6.28E-01,-8.80E-01,3.77E-01
24/03/2020 17:06:38.26246,7.54E-01,-6.28E-01,0.00E+00
24/03/2020 17:06:38.34411,7.54E-01,-3.77E-01,-1.26E-01
24/03/2020 17:06:38.42575,7.54E-01,-6.28E-01,2.51E-01
24/03/2020 17:06:38.50739,6.28E-01,-7.54E-01,3.77E-01
24/03/2020 17:06:38.58903,7.54E-01,-3.77E-01,0.00E+00
24/03/2020 17:06:38.67067,8.80E-01,-3.77E-01,1.26E-01
24/03/2020 17:06:38.75231,7.54E-01,-7.54E-01,2.51E-01
24/03/2020 17:06:38.83395,6.28E-01,-6.28E-01,0.00E+00
24/03/2020 17:06:38.91559,8.80E-01,-2.51E-01,-1.26E-01
24/03/2020 17:06:38.99723,8.80E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:39.07887,7.54E-01,-6.28E-01,2.51E-01
24/03/2020 17:06:39.16051,7.54E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:39.24215,7.54E-01,-7.54E-01,2.51E-01
24/03/2020 17:06:39.32379,7.54E-01,-6.28E-01,-1.26E-01
24/03/2020 17:06:39.40543,8.80E-01,-3.77E-01,0.00E+00
24/03/2020 17:06:39.48707,8.80E-01,-6.28E-01,2.51E-01
24/03/2020 17:06:39.56871,7.54E-01,-7.54E-01,3.77E-01
24/03/2020 17:06:39.65035,8.80E-01,-5.03E-01,-1.26E-01
24/03/2020 17:06:39.73199,1.01E+00,-1.26E-01,-1.26E-01
24/03/2020 17:06:39.81363,8.80E-01,-7.54E-01,2.51E-01
24/03/2020 17:06:39.89527,5.03E-01,-7.54E-01,2.51E-01
24/03/2020 17:06:39.97692,8.80E-01,-6.28E-01,-1.26E-01
24/03/2020 17:06:40.05856,8.80E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:40.14020,7.54E-01,-6.28E-01,2.51E-01
24/03/2020 17:06:40.22184,7.54E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:40.30348,8.80E-01,-3.77E-01,-1.26E-01
24/03/2020 17:06:40.38512,7.54E-01,-5.03E-01,2.51E-01
24/03/2020 17:06:40.46676,7.54E-01,-7.54E-01,1.26E-01
24/03/2020 17:06:40.54840,1.01E+00,-2.51E-01,0.00E+00
24/03/2020 17:06:40.63004,8.80E-01,-2.51E-01,0.00E+00
24/03/2020 17:06:40.71168,7.54E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:40.79332,8.80E-01,-6.28E-01,0.00E+00
24/03/2020 17:06:40.87496,1.01E+00,-3.77E-01,0.00E+00
24/03/2020 17:06:40.95660,8.80E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:41.03824,7.54E-01,-5.03E-01,2.51E-01
24/03/2020 17:06:41.11988,8.80E-01,-3.77E-01,-1.26E-01
24/03/2020 17:06:41.20152,1.01E+00,-5.03E-01,0.00E+00
24/03/2020 17:06:41.28316,8.80E-01,-5.03E-01,2.51E-01
24/03/2020 17:06:41.36480,8.80E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:41.44644,8.80E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:41.52808,8.80E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:41.60973,7.54E-01,-6.28E-01,2.51E-01
24/03/2020 17:06:41.69137,8.80E-01,-5.03E-01,0.00E+00
24/03/2020 17:06:41.77301,1.01E+00,-3.77E-01,0.00E+00
24/03/2020 17:06:41.85465,8.80E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:41.93629,7.54E-01,-6.28E-01,2.51E-01
24/03/2020 17:06:42.01793,8.80E-01,-5.03E-01,0.00E+00
24/03/2020 17:06:42.09957,1.01E+00,-3.77E-01,0.00E+00
24/03/2020 17:06:42.18121,8.80E-01,-5.03E-01,0.00E+00
24/03/2020 17:06:42.26285,1.01E+00,-3.77E-01,1.26E-01
24/03/2020 17:06:42.34449,8.80E-01,-3.77E-01,0.00E+00
24/03/2020 17:06:42.42613,1.01E+00,-6.28E-01,2.51E-01
24/03/2020 17:06:42.50777,8.80E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:42.58941,1.13E+00,-2.51E-01,0.00E+00
24/03/2020 17:06:42.67105,1.01E+00,-5.03E-01,2.51E-01
24/03/2020 17:06:42.75269,7.54E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:42.83433,8.80E-01,-5.03E-01,0.00E+00
24/03/2020 17:06:42.91597,1.01E+00,-3.77E-01,-1.26E-01
24/03/2020 17:06:42.99761,8.80E-01,-5.03E-01,0.00E+00
24/03/2020 17:06:43.07925,1.01E+00,-6.28E-01,1.26E-01
24/03/2020 17:06:43.16089,1.01E+00,-3.77E-01,-1.26E-01
24/03/2020 17:06:43.24254,8.80E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:43.32418,8.80E-01,-5.03E-01,2.51E-01
24/03/2020 17:06:43.40582,7.54E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:43.48746,1.01E+00,-2.51E-01,-1.26E-01
24/03/2020 17:06:43.56910,8.80E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:43.65074,8.80E-01,-6.28E-01,0.00E+00
24/03/2020 17:06:43.73238,1.01E+00,-3.77E-01,1.26E-01
24/03/2020 17:06:43.81402,8.80E-01,-5.03E-01,-1.26E-01
24/03/2020 17:06:43.89566,1.01E+00,-5.03E-01,0.00E+00
24/03/2020 17:06:43.97730,1.01E+00,-5.03E-01,0.00E+00
24/03/2020 17:06:44.05894,1.01E+00,-6.28E-01,1.26E-01
24/03/2020 17:06:44.14058,8.80E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:44.22222,1.01E+00,-5.03E-01,0.00E+00
24/03/2020 17:06:44.30386,1.01E+00,-5.03E-01,0.00E+00
24/03/2020 17:06:44.38550,1.13E+00,-5.03E-01,0.00E+00
24/03/2020 17:06:44.46714,8.80E-01,-8.80E-01,2.51E-01
24/03/2020 17:06:44.54878,1.01E+00,-2.51E-01,-3.77E-01
24/03/2020 17:06:44.63042,1.13E+00,-3.77E-01,0.00E+00
24/03/2020 17:06:44.71206,8.80E-01,-7.54E-01,3.77E-01
24/03/2020 17:06:44.79370,8.80E-01,-7.54E-01,0.00E+00
24/03/2020 17:06:44.87535,1.13E+00,-5.03E-01,-1.26E-01
24/03/2020 17:06:44.95699,1.13E+00,-5.03E-01,0.00E+00
24/03/2020 17:06:45.03863,8.80E-01,-7.54E-01,1.26E-01
24/03/2020 17:06:45.12027,8.80E-01,-3.77E-01,0.00E+00
24/03/2020 17:06:45.20191,1.13E+00,-3.77E-01,0.00E+00
24/03/2020 17:06:45.28355,1.01E+00,-7.54E-01,2.51E-01
24/03/2020 17:06:45.36519,8.80E-01,-6.28E-01,1.26E-01
24/03/2020 17:06:45.44683,1.01E+00,-5.03E-01,-2.51E-01
24/03/2020 17:06:45.52847,1.01E+00,-6.28E-01,1.26E-01
24/03/2020 17:06:45.61011,8.80E-01,-6.28E-01,2.51E-01
24/03/2020 17:06:45.69175,1.01E+00,-6.28E-01,1.26E-01
24/03/2020 17:06:45.77339,1.13E+00,-3.77E-01,-1.26E-01
24/03/2020 17:06:45.85503,1.13E+00,-2.51E-01,2.51E-01
24/03/2020 17:06:45.93667,-3.77E-01,-5.03E-01,3.77E-01
24/03/2020 17:06:46.01831,-2.51E-01,-2.51E-01,-1.26E-01
24/03/2020 17:06:46.09995,0.00E+00,-2.51E-01,1.26E-01
24/03/2020 17:06:46.18159,-5.03E-01,-5.03E-01,2.51E-01
24/03/2020 17:06:46.26323,-2.51E-01,0.00E+00,-2.51E-01
24/03/2020 17:06:46.34487,0.00E+00,1.26E-01,0.00E+00
24/03/2020 17:06:46.42651,-2.51E-01,-5.03E-01,5.03E-01
24/03/2020 17:06:46.50815,-3.77E-01,-5.03E-01,1.26E-01
24/03/2020 17:06:46.58980,-1.26E-01,2.51E-01,-3.77E-01
24/03/2020 17:06:46.67144,-2.51E-01,0.00E+00,1.26E-01
24/03/2020 17:06:46.75308,-5.03E-01,-6.28E-01,5.03E-01
24/03/2020 17:06:46.83472,-3.77E-01,-1.26E-01,-1.26E-01
24/03/2020 17:06:46.91636,0.00E+00,2.51E-01,-2.51E-01
24/03/2020 17:06:46.99800,-1.26E-01,-3.77E-01,3.77E-01
24/03/2020 17:06:47.07964,-2.51E-01,-3.77E-01,1.26E-01
24/03/2020 17:06:47.16128,-1.26E-01,0.00E+00,-2.51E-01
24/03/2020 17:06:47.24292,-1.26E-01,-1.26E-01,1.26E-01
24/03/2020 17:06:47.32456,-3.77E-01,-5.03E-01,3.77E-01
24/03/2020 17:06:47.40620,-3.77E-01,-3.77E-01,1.26E-01
24/03/2020 17:06:47.48784,-1.26E-01,2.51E-01,-3.77E-01
24/03/2020 17:06:47.56948,-1.26E-01,-2.51E-01,2.51E-01
24/03/2020 17:06:47.65112,-3.77E-01,-3.77E-01,2.51E-01
24/03/2020 17:06:47.73276,-1.26E-01,0.00E+00,-2.51E-01
24/03/2020 17:06:47.81440,0.00E+00,0.00E+00,0.00E+00
24/03/2020 17:06:47.89604,-2.51E-01,-5.03E-01,5.03E-01
24/03/2020 17:06:47.97768,-3.77E-01,-5.03E-01,2.51E-01
24/03/2020 17:06:48.05932,1.26E-01,1.26E-01,-2.51E-01
24/03/2020 17:06:48.14096,0.00E+00,-1.26E-01,1.26E-01
24/03/2020 17:06:48.22261,-5.03E-01,-5.03E-01,6.28E-01
24/03/2020 17:06:48.30425,-3.77E-01,-2.51E-01,1.26E-01
24/03/2020 17:06:48.38589,1.26E-01,1.26E-01,-2.51E-01
24/03/2020 17:06:48.46753,-1.26E-01,-2.51E-01,2.51E-01
24/03/2020 17:06:48.54917,-3.77E-01,-3.77E-01,2.51E-01
24/03/2020 17:06:48.63081,-2.51E-01,-1.26E-01,-1.26E-01
24/03/2020 17:06:48.71245,0.00E+00,0.00E+00,-1.26E-01
24/03/2020 17:06:48.79409,-1.26E-01,-3.77E-01,2.51E-01
24/03/2020 17:06:48.87573,-2.51E-01,-2.51E-01,1.26E-01
24/03/2020 17:06:48.95737,0.00E+00,0.00E+00,0.00E+00
24/03/2020 17:06:49.03901,0.00E+00,-1.26E-01,-1.26E-01
24/03/2020 17:06:49.12065,3.77E-01,-1.26E-01,-2.51E-01
24/03/2020 17:06:49.20229,5.03E-01,0.00E+00,-3.77E-01
24/03/2020 17:06:49.28393,3.77E-01,-1.26E-01,-2.51E-01
24/03/2020 17:06:49.36557,6.28E-01,-3.77E-01,-2.51E-01
24/03/2020 17:06:49.44721,1.01E+00,0.00E+00,-5.03E-01
24/03/2020 17:06:49.52885,1.38E+00,0.00E+00,-8.80E-01
24/03/2020 17:06:49.61049,1.51E+00,-1.26E-01,-6.28E-01
24/03/2020 17:06:49.69213,1.51E+00,-1.26E-01,-6.28E-01
